Date,Open,High,Low,Close,Adj Close,Volume
2023-03-06,28182.310547,28288.619141,28153.820313,28237.779297,28237.779297,65700000
2023-03-07,28202.589844,28398.269531,28202.589844,28309.160156,28309.160156,69800000
2023-03-08,28237.210938,28469.410156,28232.679688,28444.189453,28444.189453,67200000
2023-03-09,28648.109375,28734.789063,28558.880859,28623.150391,28623.150391,72300000
2023-03-10,28385.289063,28424.240234,28118.740234,28143.970703,28143.970703,111300000
2023-03-13,27886.210938,27906.970703,27631.529297,27832.960938,27832.960938,96100000
2023-03-14,27455.949219,27455.949219,27104.750000,27222.039063,27222.039063,125700000
2023-03-15,27421.660156,27424.939453,27105.990234,27229.480469,27229.480469,86600000
2023-03-16,26796.669922,27057.539063,26632.919922,27010.609375,27010.609375,107100000
2023-03-17,27232.230469,27356.150391,27071.710938,27333.789063,27333.789063,101500000
2023-03-20,27253.730469,27367.179688,26945.669922,26945.669922,26945.669922,79200000
2023-03-22,27298.150391,27520.970703,27267.259766,27466.609375,27466.609375,78100000
2023-03-23,27232.970703,27461.970703,27175.630859,27419.609375,27419.609375,64100000
2023-03-24,27368.619141,27397.289063,27257.439453,27385.250000,27385.250000,59500000
2023-03-27,27482.390625,27543.480469,27359.720703,27476.869141,27476.869141,57400000
2023-03-28,27573.820313,27603.449219,27432.759766,27518.250000,27518.250000,66400000
2023-03-29,27549.369141,27897.720703,27505.480469,27883.779297,27883.779297,83800000
2023-03-30,27827.890625,27876.380859,27630.550781,27782.929688,27782.929688,82000000
2023-03-31,28009.220703,28124.619141,27986.619141,28041.480469,28041.480469,91100000
2023-04-03,28203.349609,28258.910156,28120.710938,28188.150391,28188.150391,75000000
2023-04-04,28213.929688,28287.419922,28139.119141,28287.419922,28287.419922,73300000
2023-04-05,28111.039063,28133.570313,27788.769531,27813.259766,27813.259766,74300000
2023-04-06,27589.140625,27609.859375,27427.660156,27472.630859,27472.630859,73200000
2023-04-07,27554.369141,27591.150391,27456.250000,27518.310547,27518.310547,49100000
2023-04-10,27658.519531,27737.490234,27597.179688,27633.660156,27633.660156,48000000
2023-04-11,27895.900391,28068.390625,27854.820313,27923.369141,27923.369141,64800000
2023-04-12,27985.929688,28121.460938,27983.970703,28082.699219,28082.699219,62700000
2023-04-13,27952.580078,28163.869141,27952.009766,28156.970703,28156.970703,59900000
2023-04-14,28321.539063,28515.509766,28282.820313,28493.470703,28493.470703,72900000
2023-04-17,28537.990234,28599.750000,28414.980469,28514.779297,28514.779297,58000000
2023-04-18,28567.539063,28698.220703,28520.759766,28658.830078,28658.830078,62300000
2023-04-19,28619.839844,28677.220703,28531.539063,28606.759766,28606.759766,58000000
2023-04-20,28472.000000,28694.250000,28442.449219,28657.570313,28657.570313,56700000
2023-04-21,28590.550781,28778.369141,28527.800781,28564.369141,28564.369141,61400000
2023-04-24,28631.779297,28680.650391,28567.240234,28593.519531,28593.519531,50000000
2023-04-25,28697.730469,28806.689453,28609.769531,28620.070313,28620.070313,59300000
2023-04-26,28478.519531,28551.609375,28319.769531,28416.470703,28416.470703,68700000
2023-04-27,28340.589844,28459.730469,28241.669922,28457.679688,28457.679688,73600000
2023-04-28,28705.910156,28879.240234,28499.509766,28856.439453,28856.439453,104000000
2023-05-01,29058.050781,29145.890625,29016.830078,29123.179688,29123.179688,73400000
2023-05-02,29278.800781,29278.800781,29083.130859,29157.949219,29157.949219,63900000
2023-05-08,29095.460938,29144.119141,28931.810547,28949.880859,28949.880859,74100000
2023-05-09,29020.630859,29262.359375,29020.630859,29242.820313,29242.820313,86400000
2023-05-10,29189.410156,29195.160156,29070.109375,29122.179688,29122.179688,87300000
2023-05-11,29110.789063,29165.589844,29028.710938,29126.720703,29126.720703,82200000
2023-05-12,29199.300781,29426.060547,29141.519531,29388.300781,29388.300781,106100000
2023-05-15,29547.039063,29629.470703,29475.970703,29626.339844,29626.339844,88600000
2023-05-16,29838.009766,29916.560547,29779.070313,29842.990234,29842.990234,107400000
2023-05-17,29912.439453,30115.320313,29912.439453,30093.589844,30093.589844,93100000
2023-05-18,30432.539063,30667.130859,30381.900391,30573.929688,30573.929688,90500000
2023-05-19,30847.359375,30924.570313,30679.160156,30808.349609,30808.349609,80500000
2023-05-22,30735.710938,31086.820313,30689.269531,31086.820313,31086.820313,75400000
2023-05-23,31245.720703,31352.529297,30828.730469,30957.769531,30957.769531,92200000
2023-05-24,30728.689453,30856.919922,30566.830078,30682.679688,30682.679688,81700000
2023-05-25,30599.269531,30889.980469,30558.140625,30801.130859,30801.130859,84000000
2023-05-26,30909.609375,31101.599609,30864.490234,30916.310547,30916.310547,78300000
2023-05-29,31388.009766,31560.429688,31164.000000,31233.539063,31233.539063,78300000
2023-05-30,31196.240234,31374.830078,31064.189453,31328.160156,31328.160156,71800000
2023-05-31,31057.089844,31142.779297,30785.980469,30887.880859,30887.880859,184600000
2023-06-01,30886.009766,31185.050781,30853.439453,31148.009766,31148.009766,95100000
2023-06-02,31300.720703,31555.539063,31257.009766,31524.220703,31524.220703,90700000
2023-06-05,31864.119141,32217.429688,31798.720703,32217.429688,32217.429688,98800000
2023-06-06,31988.369141,32534.470703,31933.869141,32506.779297,32506.779297,82500000
2023-06-07,32618.779297,32708.529297,31913.740234,31913.740234,31913.740234,111900000
2023-06-08,31877.789063,32035.949219,31420.449219,31641.269531,31641.269531,86000000
2023-06-09,31927.380859,32304.039063,31898.750000,32265.169922,32265.169922,101500000
2023-06-12,32412.119141,32517.679688,32280.539063,32434.000000,32434.000000,68700000
2023-06-13,32668.949219,33127.359375,32638.210938,33018.648438,33018.648438,89500000
2023-06-14,33331.468750,33665.519531,33203.949219,33502.421875,33502.421875,111600000
2023-06-15,33493.691406,33767.128906,33386.011719,33485.488281,33485.488281,105800000
2023-06-16,33399.148438,33772.761719,33186.929688,33706.078125,33706.078125,132000000
2023-06-19,33768.691406,33772.890625,33231.558594,33370.421875,33370.421875,82900000
2023-06-20,33269.570313,33474.738281,33089.019531,33388.910156,33388.910156,82400000
2023-06-21,33200.628906,33657.871094,33154.679688,33575.140625,33575.140625,82000000
2023-06-22,33438.011719,33641.460938,33232.191406,33264.878906,33264.878906,94700000
2023-06-23,33458.351563,33533.468750,32575.560547,32781.539063,32781.539063,103600000
2023-06-26,32647.080078,32884.730469,32392.720703,32698.810547,32698.810547,74100000
2023-06-27,32629.960938,32689.099609,32306.990234,32538.330078,32538.330078,79600000
2023-06-28,32807.839844,33193.988281,32642.869141,33193.988281,33193.988281,91100000
2023-06-29,33306.839844,33527.980469,33185.199219,33234.140625,33234.140625,117900000
2023-06-30,33068.359375,33232.890625,32918.769531,33189.039063,33189.039063,111300000
2023-07-03,33517.601563,33762.808594,33510.550781,33753.328125,33753.328125,95400000
2023-07-04,33512.261719,33576.449219,33338.781250,33422.519531,33422.519531,99400000
2023-07-05,33165.058594,33389.218750,33041.140625,33338.699219,33338.699219,95100000
2023-07-06,33058.398438,33079.449219,32637.720703,32773.019531,32773.019531,100600000
2023-07-07,32450.640625,32730.250000,32327.900391,32388.419922,32388.419922,105100000
2023-07-10,32393.460938,32558.980469,32065.630859,32189.730469,32189.730469,101200000
2023-07-11,32434.669922,32468.699219,32084.419922,32203.570313,32203.570313,87200000
2023-07-12,32280.050781,32312.029297,31791.710938,31943.929688,31943.929688,88400000
2023-07-13,32106.050781,32484.400391,31952.980469,32419.330078,32419.330078,77800000
2023-07-14,32587.900391,32780.628906,32225.369141,32391.259766,32391.259766,90300000
2023-07-18,32457.179688,32714.589844,32338.300781,32493.890625,32493.890625,81100000
2023-07-19,32812.359375,32896.031250,32671.029297,32896.031250,32896.031250,81900000
2023-07-20,32803.351563,32861.019531,32462.859375,32490.519531,32490.519531,75600000
2023-07-21,32336.859375,32462.439453,32080.949219,32304.250000,32304.250000,79400000
2023-07-24,32648.140625,32793.769531,32554.460938,32700.939453,32700.939453,83500000
2023-07-25,32705.390625,32715.560547,32509.939453,32682.509766,32682.509766,101000000
2023-07-26,32704.960938,32724.250000,32488.519531,32668.339844,32668.339844,85200000
2023-07-27,32523.689453,32938.589844,32503.689453,32891.160156,32891.160156,90900000
2023-07-28,32444.419922,32846.968750,32037.550781,32759.230469,32759.230469,170500000
2023-07-31,33128.828125,33402.078125,33025.929688,33172.218750,33172.218750,134300000
2023-08-01,33292.308594,33488.769531,33203.878906,33476.578125,33476.578125,110800000
2023-08-02,33123.121094,33158.578125,32628.289063,32707.689453,32707.689453,124200000
2023-08-03,32375.849609,32467.060547,32142.250000,32159.279297,32159.279297,120300000
2023-08-04,32019.060547,32294.699219,31934.349609,32192.750000,32192.750000,106600000
2023-08-07,31921.279297,32306.869141,31830.230469,32254.560547,32254.560547,94100000
2023-08-08,32430.609375,32539.880859,32238.589844,32377.289063,32377.289063,91800000
2023-08-09,32346.320313,32407.849609,32175.640625,32204.330078,32204.330078,104500000
2023-08-10,32015.960938,32504.849609,32015.960938,32473.650391,32473.650391,108000000
2023-08-14,32456.720703,32613.990234,32031.539063,32059.910156,32059.910156,95600000
2023-08-15,32372.529297,32403.929688,32217.519531,32238.890625,32238.890625,75100000
2023-08-16,31965.580078,31997.279297,31766.820313,31766.820313,31766.820313,84800000
2023-08-17,31621.980469,31704.080078,31309.679688,31626.000000,31626.000000,87700000
2023-08-18,31321.259766,31644.890625,31275.250000,31450.759766,31450.759766,74800000
2023-08-21,31552.849609,31758.699219,31409.859375,31565.640625,31565.640625,69500000
2023-08-22,31792.599609,31906.099609,31693.759766,31856.710938,31856.710938,70200000
2023-08-23,31717.910156,32039.599609,31717.910156,32010.259766,32010.259766,65100000
2023-08-24,32130.519531,32297.910156,32063.140625,32287.210938,32287.210938,73400000
2023-08-25,31840.910156,31885.529297,31572.060547,31624.279297,31624.279297,65700000
2023-08-28,31915.679688,32205.480469,31881.929688,32169.990234,32169.990234,69900000
2023-08-29,32280.570313,32389.119141,32186.570313,32226.970703,32226.970703,77500000
2023-08-30,32432.949219,32557.449219,32300.560547,32333.460938,32333.460938,89100000
2023-08-31,32361.019531,32692.759766,32359.150391,32619.339844,32619.339844,114600000
2023-09-01,32521.150391,32845.460938,32499.439453,32710.619141,32710.619141,88400000
2023-09-04,32797.320313,32939.179688,32714.939453,32939.179688,32939.179688,89600000
2023-09-05,32941.410156,33036.761719,32784.320313,33036.761719,33036.761719,91300000
2023-09-06,33115.058594,33282.148438,33088.218750,33241.019531,33241.019531,94200000
2023-09-07,33118.550781,33322.449219,32986.351563,32991.078125,32991.078125,100200000
2023-09-08,32916.250000,32920.429688,32512.800781,32606.839844,32606.839844,114100000
2023-09-11,32690.539063,32746.140625,32391.689453,32467.759766,32467.759766,84200000
2023-09-12,32629.160156,32799.691406,32486.480469,32776.371094,32776.371094,94000000
2023-09-13,32742.289063,32872.441406,32616.650391,32706.519531,32706.519531,98100000
2023-09-14,32925.539063,33244.449219,32851.238281,33168.101563,33168.101563,112100000
2023-09-15,33428.441406,33634.308594,33391.460938,33533.089844,33533.089844,166600000
2023-09-19,33296.230469,33337.230469,33128.859375,33242.589844,33242.589844,117200000
2023-09-20,33261.351563,33267.140625,33001.789063,33023.781250,33023.781250,0
